,compoundA,compoundB,success
3417,700,0.17,FALSE
3418,900,0.4,FALSE
3419,900,0.42,FALSE
3420,900,0.7,FALSE
3421,1000,0.25,FALSE
3422,200,0.57,FALSE
3423,900,0.27,FALSE
3424,600,0.65,FALSE
3425,1400,0.46,FALSE
3426,500,0.62,FALSE
3427,1300,0.23,FALSE
3428,800,0.18,FALSE
3429,1400,0.42,FALSE
3430,700,0.48,FALSE
3431,1000,0.22,FALSE
3432,900,0.2,FALSE
3433,700,0.17,FALSE
3434,1100,0.29,FALSE
3435,700,0.36,FALSE
3436,1000,0.23,FALSE
3437,1000,0.42,FALSE
3438,1300,0.46,FALSE
3439,1600,0.47,FALSE
3440,700,0.18,FALSE
3441,1100,0.32,FALSE
3442,900,0.64,FALSE
3443,500,0.55,FALSE
3444,800,0.17,FALSE
3445,700,0.34,FALSE
3446,900,0.25,FALSE
3447,700,0.18,FALSE
3448,1400,0.42,TRUE
3449,1600,0.5,FALSE
3450,1000,0.18,FALSE
3451,1000,0.19,FALSE
3452,1000,0.2,FALSE
3453,700,0.17,FALSE
3454,1000,0.47,FALSE
3455,400,0.77,FALSE
3456,900,0.28,FALSE
3457,1100,0.28,FALSE
3458,700,0.18,FALSE
3459,600,0.32,FALSE
3460,600,0.17,FALSE
3461,900,0.58,FALSE
3462,1300,0.23,FALSE
3463,900,0.7,FALSE
3464,900,0.2,FALSE
3465,900,0.78,FALSE
3466,1400,0.39,FALSE
3467,1100,0.3,FALSE
3468,1600,0.43,FALSE
3469,900,0.31,FALSE
3470,500,0.28,FALSE
3471,600,0.18,FALSE
3472,900,0.66,FALSE
3473,800,0.18,FALSE
3474,1000,0.33,FALSE
3475,600,0.25,FALSE
3476,900,0.26,FALSE
3477,900,0.39,FALSE
3478,900,0.34,FALSE
3479,1000,0.2,FALSE
3480,1000,0.28,FALSE
3481,1000,0.2,FALSE
3482,1000,0.53,FALSE
3483,1000,0.24,FALSE
3484,600,0.17,FALSE
3485,900,0.22,FALSE
3486,900,0.63,FALSE
3487,900,0.59,FALSE
3488,900,0.51,FALSE
3489,900,0.42,FALSE
3490,1100,0.67,FALSE
3491,900,0.64,FALSE
3492,900,0.4,TRUE
3493,1000,0.27,FALSE
3494,700,0.19,FALSE
3495,1300,0.28,FALSE
3496,1200,0.6,FALSE
3497,700,0.17,FALSE
3498,900,0.21,FALSE
3499,900,0.19,FALSE
3500,1000,0.55,FALSE
3501,1000,0.18,FALSE
3502,500,0.62,FALSE
3503,900,0.58,FALSE
3504,1000,0.66,FALSE
3505,1000,0.33,FALSE
3506,1300,0.75,FALSE
3507,700,0.19,FALSE
3508,1100,0.8,FALSE
3509,900,0.58,FALSE
3510,1000,0.29,FALSE
3511,1000,0.39,FALSE
3512,1000,0.62,FALSE
3513,900,0.21,FALSE
3514,1000,0.2,FALSE
3515,1200,0.69,FALSE
3516,900,0.45,FALSE
3517,1000,0.28,FALSE
3518,900,0.49,FALSE
3519,900,0.67,FALSE
3520,900,0.38,FALSE
3521,700,0.21,FALSE
3522,1000,0.25,FALSE
3523,900,0.23,FALSE
3524,1300,0.26,FALSE
3525,1000,0.39,FALSE
3526,900,0.79,FALSE
3527,400,0.65,FALSE
3528,900,0.65,FALSE
3529,1000,0.19,FALSE
3530,1000,0.2,FALSE
3531,1300,0.32,TRUE
3532,1000,0.19,FALSE
3533,900,0.73,FALSE
3534,900,0.9,FALSE
3535,1000,0.71,FALSE
3536,900,0.55,FALSE
3537,900,0.38,FALSE
3538,700,0.17,FALSE
3539,1300,0.23,FALSE
3540,1000,0.21,FALSE
3541,900,0.24,FALSE
3542,1000,0.2,FALSE
3543,900,0.46,FALSE
3544,1100,0.45,FALSE
3545,1300,0.5,FALSE
3546,1000,0.23,FALSE
3547,1000,0.25,FALSE
3548,1000,0.28,FALSE
3549,900,0.56,TRUE
3550,1000,0.52,FALSE
3551,1000,0.21,FALSE
3552,900,0.43,FALSE
3553,100,0.31,FALSE
3554,700,0.18,FALSE
3555,900,0.69,FALSE
3556,900,0.25,FALSE
3557,1300,0.65,TRUE
3558,1000,0.18,FALSE
3559,1000,0.2,FALSE
3560,900,0.42,FALSE
3561,1000,0.69,FALSE
3562,600,0.17,FALSE
3563,900,0.39,FALSE
3564,900,0.24,FALSE
3565,1000,0.2,FALSE
3566,900,0.18,FALSE
3567,900,0.2,FALSE
3568,900,0.48,FALSE
3569,600,0.17,FALSE
3570,1300,0.3,FALSE
3571,1000,0.27,FALSE
3572,200,0.33,FALSE
3573,900,0.22,FALSE
3574,1000,0.66,FALSE
3575,900,0.31,FALSE
3576,900,0.47,FALSE
3577,1500,0.3,FALSE
3578,700,0.18,FALSE
3579,900,0.19,FALSE
3580,900,0.68,FALSE
3581,1400,0.68,FALSE
3582,1300,0.33,FALSE
3583,700,0.18,FALSE
3584,1000,0.2,FALSE
3585,900,0.67,FALSE
3586,1100,0.32,FALSE
3587,900,0.67,FALSE
3588,1300,0.23,FALSE
3589,1300,0.4,TRUE
3590,600,0.61,FALSE
3591,900,0.26,FALSE
3592,700,0.18,FALSE
3593,900,0.66,FALSE
3594,1000,0.23,FALSE
3595,1000,0.23,FALSE
3596,900,0.37,FALSE
3597,1000,0.69,FALSE
3598,1000,0.23,FALSE
3599,1300,0.38,TRUE
3600,500,0.54,FALSE
3601,600,0.17,FALSE
3602,900,0.42,FALSE
3603,900,0.4,FALSE
3604,1000,0.19,FALSE
3605,900,0.19,FALSE
3606,1000,0.23,FALSE
3607,900,0.44,FALSE
3608,1400,0.34,FALSE
3609,1000,0.24,FALSE
3610,1000,0.26,FALSE
3611,1000,0.19,FALSE
3612,1000,0.24,FALSE
3613,1000,0.3,FALSE
3614,900,0.22,FALSE
3615,600,0.36,FALSE
3616,1000,0.22,FALSE
3617,1000,0.4,FALSE
3618,1000,0.23,FALSE
3619,900,0.36,FALSE
3620,900,0.22,FALSE
3621,1000,0.22,FALSE
3622,900,0.19,FALSE
3623,1400,0.44,FALSE
3624,800,0.17,FALSE
3625,1100,0.68,FALSE
3626,900,0.67,FALSE
3627,1300,0.3,TRUE
3628,900,0.62,FALSE
3629,900,0.69,FALSE
3630,900,0.59,FALSE
3631,400,0.67,FALSE
3632,900,0.23,FALSE
3633,700,0.17,FALSE
3634,800,0.58,FALSE
3635,700,0.23,FALSE
3636,1300,0.38,FALSE
3637,1000,0.29,FALSE
3638,700,0.18,FALSE
3639,900,0.68,TRUE
3640,1000,0.66,FALSE
3641,1200,0.42,FALSE
3642,1000,0.28,FALSE
3643,900,0.51,FALSE
3644,900,0.19,FALSE
3645,900,0.52,FALSE
3646,1300,0.64,FALSE
3647,1000,0.21,FALSE
3648,1000,0.24,FALSE
3649,1000,0.39,FALSE
3650,900,0.2,FALSE
3651,1300,0.29,FALSE
3652,1000,0.65,FALSE
3653,900,0.76,FALSE
3654,900,0.7,FALSE
3655,1300,0.23,FALSE
3656,900,0.61,FALSE
3657,1000,0.19,FALSE
3658,400,0.58,FALSE
3659,1300,0.43,FALSE
3660,1000,0.21,FALSE
3661,1000,0.22,FALSE
3662,900,0.58,FALSE
3663,1000,0.29,FALSE
3664,1600,0.58,FALSE
3665,900,0.68,FALSE
3666,900,0.3,FALSE
3667,1000,0.19,FALSE
3668,900,0.21,FALSE
3669,1000,0.23,FALSE
3670,1000,0.46,FALSE
3671,1000,0.26,FALSE
3672,900,0.43,FALSE
3673,600,0.19,FALSE
3674,900,0.68,FALSE
3675,600,0.17,FALSE
3676,700,0.18,FALSE
3677,900,0.23,FALSE
3678,1000,0.45,FALSE
3679,900,0.21,FALSE
3680,1300,0.41,FALSE
3681,1200,0.42,FALSE
3682,1000,0.21,FALSE
3683,900,0.68,FALSE
3684,900,0.31,FALSE
3685,1100,0.3,FALSE
3686,500,0.42,FALSE
3687,500,0.17,FALSE
3688,400,0.8,FALSE
3689,700,0.17,FALSE
3690,1000,0.2,FALSE
3691,900,0.39,FALSE
3692,600,0.17,FALSE
3693,700,0.65,FALSE
3694,900,0.19,FALSE
3695,1300,0.38,FALSE
3696,1000,0.48,FALSE
3697,900,0.44,FALSE
3698,1000,0.46,FALSE
3699,1000,0.6,FALSE
3700,1200,0.39,FALSE
3701,900,0.18,FALSE
3702,1200,0.35,FALSE
3703,1000,0.19,FALSE
3704,900,0.65,FALSE
3705,900,0.58,FALSE
3706,500,0.68,FALSE
3707,1000,0.21,FALSE
3708,900,0.67,FALSE
3709,600,0.61,FALSE
3710,1400,0.58,FALSE
3711,900,0.59,FALSE
3712,1300,0.67,TRUE
3713,600,0.51,FALSE
3714,1000,0.74,TRUE
3715,700,0.17,FALSE
3716,1000,0.22,FALSE
3717,1100,0.7,FALSE
3718,1000,0.64,FALSE
3719,1000,0.26,FALSE
3720,800,0.18,FALSE
3721,900,0.4,FALSE
3722,900,0.43,FALSE
3723,900,0.18,FALSE
3724,500,0.65,FALSE
3725,1400,0.4,FALSE
3726,900,0.65,FALSE
3727,1000,0.63,FALSE
3728,1000,0.22,FALSE
3729,900,0.39,FALSE
3730,1100,0.4,FALSE
3731,1000,0.41,FALSE
3732,1000,0.24,FALSE
3733,1000,0.26,FALSE
3734,1100,0.37,FALSE
3735,400,0.78,FALSE
3736,900,0.6,FALSE
3737,1000,0.21,FALSE
3738,1000,0.23,FALSE
3739,1300,0.41,FALSE
3740,600,0.19,FALSE
3741,1000,0.19,FALSE
3742,900,0.2,FALSE
3743,1000,0.25,FALSE
3744,600,0.17,FALSE
3745,1300,0.23,FALSE
3746,1000,0.49,FALSE
3747,900,0.57,FALSE
3748,900,0.29,FALSE
3749,900,0.69,FALSE
3750,1000,0.2,FALSE
3751,1500,0.67,FALSE
3752,900,0.4,FALSE
3753,900,0.19,FALSE
3754,1000,0.19,FALSE
3755,1000,0.2,FALSE
3756,400,0.43,FALSE
3757,900,0.64,FALSE
3758,1000,0.57,FALSE
3759,900,0.46,FALSE
3760,700,0.19,FALSE
3761,1300,0.23,FALSE
3762,1400,0.2,FALSE
3763,1000,0.35,FALSE
3764,900,0.18,FALSE
3765,900,0.52,FALSE
3766,1000,0.19,FALSE
3767,900,0.3,FALSE
3768,1200,0.23,FALSE
3769,1000,0.19,FALSE
3770,1400,0.64,FALSE
3771,900,0.52,FALSE
3772,700,0.18,FALSE
3773,1400,0.6,FALSE
3774,900,0.22,FALSE
3775,900,0.41,FALSE
3776,1000,0.22,FALSE
3777,1000,0.22,FALSE
3778,1000,0.2,FALSE
3779,1000,0.19,FALSE
3780,1300,0.6,FALSE
3781,1300,0.22,FALSE
3782,1200,0.37,FALSE
3783,1000,0.19,FALSE
3784,1000,0.38,FALSE
3785,1000,0.27,FALSE
3786,1000,0.21,FALSE
3787,1000,0.19,FALSE
3788,700,0.18,FALSE
3789,1000,0.21,FALSE
3790,1000,0.18,FALSE
3791,1000,0.19,FALSE
3792,1000,0.23,FALSE
3793,1100,0.43,FALSE
3794,900,0.42,FALSE
3795,900,0.18,FALSE
3796,1000,0.34,FALSE
3797,900,0.28,FALSE
3798,900,0.22,FALSE
3799,1300,0.22,FALSE
3800,1000,0.21,FALSE
3801,1000,0.21,FALSE
3802,1300,0.25,FALSE
3803,1000,0.32,FALSE
3804,1000,0.22,FALSE
3805,700,0.18,FALSE
3806,1000,0.72,FALSE
3807,1000,0.2,FALSE
3808,900,0.44,FALSE
3809,1600,0.74,FALSE
3810,1000,0.22,FALSE
3811,1000,0.2,FALSE
3812,1200,0.47,FALSE
3813,900,0.66,FALSE
3814,1000,0.2,FALSE
3815,1300,0.51,FALSE
3816,1200,0.23,FALSE
3817,1000,0.44,FALSE
3818,900,0.26,FALSE
3819,800,0.17,FALSE
3820,900,0.18,FALSE
3821,1400,0.38,FALSE
3822,900,0.22,FALSE
3823,900,0.2,FALSE
3824,1000,0.2,FALSE
3825,1000,0.2,FALSE
3826,1200,0.22,FALSE
3827,600,0.19,FALSE
3828,1300,0.24,FALSE
3829,1600,0.66,FALSE
3830,1100,0.22,FALSE
3831,1000,0.73,FALSE
3832,700,0.2,FALSE
3833,800,0.18,FALSE
3834,1000,0.24,FALSE
3835,1000,0.33,FALSE
3836,800,0.17,FALSE
3837,900,0.18,FALSE
3838,1000,0.19,FALSE
3839,1300,0.24,FALSE
3840,1300,0.51,FALSE
3841,900,0.2,FALSE
3842,400,0.31,FALSE
3843,1000,0.18,FALSE
3844,900,0.19,FALSE
3845,400,0.76,FALSE
3846,1000,0.2,FALSE
3847,1000,0.49,FALSE
3848,1300,0.29,FALSE
3849,1400,0.35,FALSE
3850,800,0.23,FALSE
3851,600,0.69,FALSE
3852,1300,0.59,FALSE
3853,800,0.21,FALSE
3854,1000,0.22,FALSE
3855,700,0.21,FALSE
3856,1400,0.61,FALSE
3857,1000,0.19,FALSE
3858,1400,0.46,FALSE
3859,1000,0.22,FALSE
3860,900,0.67,FALSE
3861,900,0.65,FALSE
3862,1000,0.22,FALSE
3863,900,0.66,FALSE
3864,1100,0.65,FALSE
3865,600,0.56,FALSE
3866,800,0.17,FALSE
3867,1500,0.43,TRUE
3868,1000,0.25,FALSE
3869,900,0.29,FALSE
3870,1000,0.24,FALSE
3871,1100,0.42,FALSE
3872,1000,0.23,FALSE
3873,1000,0.23,FALSE
3874,1200,0.34,FALSE
3875,1400,0.47,FALSE
3876,900,0.38,FALSE
3877,200,0.63,FALSE
3878,1200,0.4,FALSE
3879,900,0.37,TRUE
3880,1000,0.58,TRUE
3881,600,0.21,FALSE
3882,900,0.33,FALSE
3883,1000,0.21,FALSE
3884,1000,0.18,FALSE
3885,1300,0.31,FALSE
3886,1100,0.49,FALSE
3887,1000,0.29,FALSE
3888,900,0.18,FALSE
3889,1100,0.23,FALSE
3890,1000,0.44,FALSE
3891,300,0.55,FALSE
3892,1000,0.22,FALSE
3893,1000,0.41,FALSE
3894,1000,0.3,FALSE
3895,900,0.45,FALSE
3896,1000,0.57,FALSE
3897,1400,0.31,FALSE
3898,1000,0.42,FALSE
3899,900,0.22,FALSE
3900,1000,0.24,FALSE
3901,1000,0.26,FALSE
3902,900,0.9,FALSE
3903,1000,0.21,FALSE
3904,900,0.24,FALSE
3905,500,0.36,FALSE
3906,1300,0.48,FALSE
3907,900,0.58,FALSE
3908,1000,0.19,FALSE
3909,1000,0.2,FALSE
3910,900,0.24,FALSE
3911,700,0.37,FALSE
3912,900,0.4,FALSE
3913,1300,0.41,FALSE
3914,1000,0.23,FALSE
3915,900,0.19,FALSE
3916,900,0.29,FALSE
3917,900,0.19,FALSE
3918,700,0.17,FALSE
3919,1000,0.19,FALSE
3920,600,0.22,FALSE
3921,900,0.29,FALSE
3922,1500,0.76,TRUE
3923,1000,0.22,FALSE
3924,1000,0.22,FALSE
3925,1000,0.23,FALSE
3926,600,0.33,FALSE
3927,1200,0.38,FALSE
3928,1000,0.5,TRUE
3929,1000,0.33,FALSE
3930,1500,0.32,TRUE
3931,700,0.17,FALSE
3932,700,0.18,FALSE
3933,900,0.23,FALSE
3934,1000,0.22,FALSE
3935,1000,0.25,FALSE
3936,1000,0.31,FALSE
3937,900,0.23,FALSE
3938,900,0.19,FALSE
3939,900,0.58,FALSE
3940,1000,0.23,FALSE
3941,1000,0.19,FALSE
3942,700,0.17,FALSE
3943,900,0.19,FALSE
3944,1300,0.34,FALSE
3945,700,0.43,FALSE
3946,600,0.32,FALSE
3947,1300,0.34,FALSE
3948,1000,0.22,FALSE
3949,1300,0.63,FALSE
3950,1000,0.2,FALSE
3951,1400,0.42,FALSE
3952,900,0.28,FALSE
3953,1000,0.19,FALSE
3954,800,0.19,FALSE
3955,900,0.25,FALSE
3956,900,0.18,FALSE
3957,900,0.2,FALSE
3958,1000,0.25,FALSE
3959,900,0.48,FALSE
3960,1000,0.72,FALSE
3961,1600,0.57,FALSE
3962,1300,0.24,FALSE
3963,400,0.42,FALSE
3964,1300,0.28,FALSE
3965,1200,0.51,FALSE
3966,1000,0.22,FALSE
3967,1100,0.52,FALSE
3968,1000,0.2,FALSE
3969,900,0.29,FALSE
3970,900,0.73,FALSE
3971,700,0.18,FALSE
3972,1000,0.19,FALSE
3973,1000,0.19,FALSE
3974,900,0.19,FALSE
3975,900,0.29,FALSE
3976,900,0.3,FALSE
3977,600,0.29,FALSE
3978,1300,0.35,FALSE
3979,900,0.23,FALSE
3980,700,0.19,FALSE
3981,900,0.18,FALSE
3982,900,0.31,FALSE
3983,700,0.2,FALSE
3984,900,0.63,FALSE
3985,800,0.19,FALSE
3986,700,0.17,FALSE
3987,1100,0.72,FALSE
3988,600,0.18,FALSE
3989,800,0.18,FALSE
3990,1000,0.37,FALSE
3991,900,0.23,FALSE
3992,1000,0.27,FALSE
3993,1000,0.19,FALSE
3994,900,0.26,FALSE
3995,1500,0.7,FALSE
3996,900,0.5,FALSE
3997,1200,0.27,FALSE
3998,900,0.24,FALSE
3999,1000,0.2,FALSE
4000,400,0.64,FALSE
4001,1000,0.23,FALSE
4002,900,0.19,FALSE
4003,1000,0.2,FALSE
4004,1300,0.54,FALSE
4005,1000,0.2,FALSE
4006,1300,0.23,FALSE
4007,900,0.29,FALSE
4008,1000,0.21,FALSE
4009,900,0.55,FALSE
4010,600,0.58,FALSE
4011,1000,0.43,FALSE
4012,1000,0.39,FALSE
4013,1000,0.21,FALSE
4014,1000,0.2,FALSE
4015,900,0.3,FALSE
4016,1300,0.54,FALSE
4017,900,0.18,FALSE
4018,900,0.42,FALSE
4019,1000,0.22,FALSE
4020,900,0.31,FALSE
4021,1000,0.44,FALSE
4022,900,0.18,FALSE
4023,1500,0.66,FALSE
4024,900,0.4,FALSE
4025,900,0.58,FALSE
4026,900,0.19,FALSE
4027,1000,0.21,FALSE
4028,500,0.62,FALSE
4029,1100,0.2,FALSE
4030,700,0.19,FALSE
4031,1300,0.31,FALSE
4032,900,0.71,FALSE
4033,1300,0.24,FALSE
4034,1000,0.19,FALSE
4035,1400,0.5,FALSE
4036,1100,0.33,FALSE
4037,1300,0.33,FALSE
4038,900,0.25,FALSE
4039,700,0.17,FALSE
4040,1000,0.27,FALSE
4041,600,0.21,FALSE
4042,900,0.65,FALSE
4043,1500,0.59,FALSE
4044,1300,0.36,FALSE
4045,1000,0.19,FALSE
4046,1000,0.18,FALSE
4047,1000,0.28,FALSE
4048,700,0.37,FALSE
4049,1100,0.38,FALSE
4050,900,0.65,FALSE
4051,1000,0.21,FALSE
4052,900,0.63,FALSE
4053,1000,0.21,FALSE
4054,700,0.8,FALSE
4055,900,0.62,FALSE
4056,1300,0.3,FALSE
4057,900,0.19,FALSE
4058,700,0.18,FALSE
4059,1000,0.19,FALSE
4060,900,0.42,FALSE
4061,1000,0.25,FALSE
4062,1000,0.67,FALSE
4063,1200,0.3,FALSE
4064,900,0.37,FALSE
4065,1000,0.69,FALSE
4066,900,0.43,FALSE
4067,900,0.24,FALSE
4068,1300,0.23,FALSE
4069,1600,0.72,FALSE
4070,1000,0.5,FALSE
4071,900,0.47,FALSE
4072,1200,0.58,TRUE
4073,1000,0.21,FALSE
4074,1000,0.39,FALSE
4075,1000,0.24,FALSE
4076,1300,0.66,FALSE
4077,1400,0.69,FALSE
4078,1300,0.52,FALSE
4079,800,0.2,FALSE
4080,900,0.46,FALSE
4081,1000,0.33,FALSE
4082,900,0.35,FALSE
4083,1300,0.23,FALSE
4084,1400,0.26,FALSE
4085,1000,0.23,FALSE
4086,900,0.46,FALSE
4087,600,0.51,FALSE
4088,700,0.17,FALSE
4089,1000,0.2,FALSE
4090,1400,0.55,TRUE
4091,1000,0.53,FALSE
4092,900,0.23,FALSE
4093,700,0.2,FALSE
4094,900,0.2,FALSE
4095,1000,0.23,FALSE
4096,900,0.26,FALSE
4097,900,0.29,FALSE
4098,900,0.72,FALSE
4099,1000,0.2,FALSE
4100,600,0.25,FALSE
4101,1000,0.57,FALSE
4102,1000,0.22,FALSE
4103,600,0.21,FALSE
4104,1400,0.31,FALSE
4105,900,0.18,FALSE
4106,500,0.55,FALSE
4107,1000,0.23,FALSE
4108,1000,0.2,FALSE
4109,1000,0.19,FALSE
4110,900,0.72,FALSE
4111,1000,0.2,FALSE
4112,900,0.19,FALSE
4113,700,0.17,FALSE
4114,900,0.18,FALSE
4115,600,0.17,FALSE
4116,1000,0.24,FALSE
4117,1000,0.31,FALSE
4118,1000,0.2,FALSE
4119,900,0.52,FALSE
4120,900,0.39,FALSE
4121,1000,0.23,FALSE
4122,400,0.73,FALSE
4123,700,0.22,FALSE
4124,900,0.18,FALSE
4125,1000,0.2,FALSE
4126,900,0.61,FALSE
4127,1000,0.23,FALSE
4128,1000,0.42,FALSE
4129,900,0.18,FALSE
4130,1000,0.21,FALSE
4131,900,0.68,FALSE
4132,1000,0.25,FALSE
4133,1000,0.18,FALSE
4134,600,0.52,FALSE
4135,600,0.17,FALSE
4136,1500,0.31,FALSE
4137,1000,0.18,FALSE
4138,1000,0.58,FALSE
4139,900,0.38,FALSE
4140,900,0.19,FALSE
4141,1400,0.56,FALSE
4142,900,0.18,FALSE
4143,900,0.39,FALSE
4144,1000,0.2,FALSE
4145,900,0.42,FALSE
4146,900,0.48,FALSE
4147,600,0.17,FALSE
4148,1000,0.18,FALSE
4149,1200,0.37,FALSE
4150,1300,0.23,FALSE
4151,1000,0.23,FALSE
4152,1000,0.2,FALSE
4153,900,0.26,FALSE
4154,1000,0.19,FALSE
4155,1000,0.25,FALSE
4156,900,0.55,FALSE
4157,1000,0.39,FALSE
4158,700,0.45,FALSE
4159,900,0.63,FALSE
4160,900,0.36,FALSE
4161,1000,0.28,FALSE
4162,900,0.21,FALSE
4163,600,0.17,FALSE
4164,1000,0.24,FALSE
4165,900,0.49,FALSE
4166,1000,0.21,FALSE
4167,900,0.19,FALSE
4168,900,0.25,FALSE
4169,900,0.2,FALSE
4170,900,0.19,FALSE
4171,1000,0.24,FALSE
4172,1000,0.18,FALSE
4173,900,0.3,FALSE
4174,1300,0.24,FALSE
4175,700,0.17,FALSE
4176,1000,0.26,FALSE
4177,1000,0.27,FALSE
4178,900,0.18,FALSE
4179,900,0.37,FALSE
4180,900,0.19,FALSE
4181,1000,0.19,FALSE
4182,1600,0.64,FALSE
4183,900,0.19,FALSE
4184,900,0.21,FALSE
4185,1000,0.22,FALSE
4186,1000,0.22,FALSE
4187,1000,0.36,FALSE
4188,900,0.19,FALSE
4189,1000,0.23,FALSE
4190,1000,0.51,FALSE
4191,900,0.18,FALSE
4192,1000,0.19,FALSE
4193,1000,0.22,FALSE
4194,900,0.46,FALSE
4195,1000,0.2,FALSE
4196,1000,0.37,FALSE
4197,1000,0.21,FALSE
4198,1000,0.27,FALSE
4199,900,0.34,FALSE
4200,1300,0.27,FALSE
4201,1000,0.18,FALSE
4202,900,0.36,FALSE
4203,1000,0.2,FALSE
4204,900,0.24,FALSE
4205,1100,0.47,FALSE
4206,1000,0.29,FALSE
4207,900,0.23,FALSE
4208,1300,0.23,FALSE
4209,500,0.46,FALSE
4210,900,0.4,FALSE
4211,1000,0.2,FALSE
4212,1000,0.19,FALSE
4213,1300,0.33,FALSE
4214,1400,0.48,FALSE
4215,1400,0.6,FALSE
4216,1000,0.61,FALSE
4217,1500,0.48,FALSE
4218,900,0.27,FALSE
4219,1000,0.33,FALSE
4220,900,0.21,FALSE
4221,900,0.21,FALSE
4222,900,0.27,FALSE
4223,1000,0.21,FALSE
4224,1000,0.2,FALSE
4225,500,0.39,FALSE
4226,700,0.17,FALSE
4227,900,0.18,FALSE
4228,900,0.46,FALSE
4229,1300,0.26,FALSE
4230,700,0.18,FALSE
4231,700,0.17,FALSE
4232,1000,0.19,FALSE
4233,1300,0.51,FALSE
4234,600,0.18,FALSE
4235,900,0.36,FALSE
4236,700,0.18,FALSE
4237,1000,0.47,FALSE
4238,1300,0.49,FALSE
4239,700,0.45,FALSE
4240,700,0.26,FALSE
4241,1000,0.74,FALSE
4242,1000,0.19,FALSE
4243,900,0.66,FALSE
4244,1000,0.2,FALSE
4245,1000,0.28,FALSE
4246,900,0.34,FALSE
4247,1000,0.19,FALSE
4248,1200,0.3,FALSE
4249,1000,0.23,FALSE
4250,700,0.18,FALSE
4251,800,0.18,FALSE
4252,1000,0.2,FALSE
4253,900,0.28,FALSE
4254,1300,0.23,FALSE
4255,1000,0.2,FALSE
4256,400,0.4,FALSE
4257,1000,0.21,FALSE
4258,1000,0.21,FALSE
4259,900,0.21,FALSE
4260,1300,0.55,FALSE
4261,1000,0.2,FALSE
4262,1000,0.22,TRUE
4263,1000,0.22,FALSE
4264,600,0.17,FALSE
4265,1000,0.23,FALSE
4266,1000,0.19,FALSE
4267,900,0.4,FALSE
4268,1000,0.19,FALSE
4269,900,0.31,FALSE
4270,1300,0.52,FALSE
4271,1000,0.18,FALSE
4272,1200,0.49,FALSE
4273,1000,0.38,FALSE
4274,1000,0.19,FALSE
4275,1000,0.23,FALSE
4276,1000,0.3,FALSE
4277,500,0.53,FALSE
4278,1000,0.25,FALSE
4279,1000,0.21,FALSE
4280,100,0.34,FALSE
4281,900,0.6,FALSE
4282,900,0.38,FALSE
4283,900,0.24,FALSE
4284,1000,0.2,FALSE
4285,1000,0.3,FALSE
4286,1400,0.24,FALSE
4287,1000,0.18,FALSE
4288,1200,0.29,FALSE
4289,1200,0.23,FALSE
4290,700,0.17,FALSE
4291,900,0.2,FALSE
4292,1000,0.19,FALSE
4293,1300,0.46,FALSE
4294,1000,0.23,FALSE
4295,800,0.34,FALSE
4296,1000,0.21,FALSE
4297,900,0.28,FALSE
4298,700,0.17,FALSE
4299,700,0.19,FALSE
4300,900,0.41,FALSE
4301,900,0.18,FALSE
4302,700,0.18,FALSE
4303,900,0.4,FALSE
4304,1200,0.24,FALSE
4305,1300,0.26,FALSE
4306,900,0.19,FALSE
4307,1000,0.21,FALSE
4308,800,0.21,FALSE
4309,1000,0.19,FALSE
4310,900,0.19,FALSE
4311,1000,0.62,FALSE
4312,1000,0.19,FALSE
4313,1400,0.43,FALSE
4314,1000,0.39,FALSE
4315,1000,0.55,FALSE
4316,1000,0.23,FALSE
4317,1100,0.48,FALSE
4318,900,0.31,FALSE
4319,900,0.24,FALSE
4320,1000,0.55,FALSE
4321,1000,0.19,FALSE
4322,900,0.38,FALSE
4323,900,0.33,FALSE
4324,900,0.18,FALSE
4325,1000,0.45,FALSE
4326,700,0.18,FALSE
4327,1000,0.61,FALSE
4328,1400,0.27,FALSE
4329,900,0.49,TRUE
4330,1000,0.26,FALSE
4331,1100,0.69,FALSE
4332,900,0.35,FALSE
4333,1000,0.22,FALSE
4334,600,0.17,FALSE
4335,1200,0.23,FALSE
4336,900,0.21,FALSE
4337,600,0.29,FALSE
4338,1000,0.22,FALSE
4339,600,0.17,FALSE
4340,900,0.19,FALSE
4341,1300,0.58,FALSE
4342,1000,0.7,FALSE
4343,900,0.22,FALSE
4344,900,0.29,FALSE
4345,600,0.22,FALSE
4346,1000,0.23,FALSE
4347,1200,0.2,FALSE
4348,1000,0.21,FALSE
4349,700,0.18,FALSE
4350,1000,0.39,FALSE
4351,1000,0.21,FALSE
4352,1300,0.59,FALSE
4353,700,0.19,FALSE
4354,1400,0.31,FALSE
4355,900,0.19,FALSE
4356,900,0.61,FALSE
4357,1200,0.3,FALSE
4358,1400,0.47,FALSE
4359,1200,0.55,FALSE
4360,900,0.5,FALSE
4361,1000,0.19,FALSE
4362,1300,0.51,FALSE
4363,1300,0.39,FALSE
4364,1000,0.2,FALSE
4365,900,0.29,FALSE
4366,1000,0.2,FALSE
4367,1000,0.64,FALSE
4368,900,0.45,FALSE
4369,1000,0.23,FALSE
4370,1200,0.25,FALSE
4371,1000,0.21,FALSE
4372,1000,0.2,FALSE
4373,900,0.18,FALSE
4374,1400,0.44,TRUE
4375,1000,0.19,FALSE
4376,900,0.6,FALSE
4377,600,0.66,FALSE
4378,500,0.19,FALSE
